product_id,name,price_current,price_original,currency,badges,specs,url,image
7517,Xiaomi Redmi Note 14 Pro NFC (12GB RAM) Black 512GB,699.00,789.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 12 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2400 | Ekran növü AMOLED",https://bytelecom.az/az/products/xiaomi-redmi-note-14-pro-nfc-12gb-ram,https://bytelecom.az//media/2025/01/27/product_images/34563/note-14-pro-black-1.jpg
7516,Xiaomi Redmi Note 14 Pro NFC (8GB RAM) Black 256GB,599.00,689.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2400 | Ekran növü AMOLED",https://bytelecom.az/az/products/xiaomi-redmi-note-14-pro-nfc-8gb-ram,https://bytelecom.az//media/2025/02/07/product_images/35243/note-14-pro-black-1.jpg
7515,Xiaomi Redmi Note 14 NFC (8GB RAM) Blue 128GB,399.00,489.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2400 | Ekran növü AMOLED",https://bytelecom.az/az/products/xiaomi-redmi-note-14-nfc-8gb-ram,https://bytelecom.az//media/2025/05/12/product_images/37279/note-14-blue-1.jpg
7503,Realme GT 6T NFC(12GB RAM) Green 256GB,1149.00,1279.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.78"" | Operativ yaddaş 12 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1264 x 2780 | Ekran növü LTPO AMOLED",https://bytelecom.az/az/products/realme-gt-6t-nfc12gb-ram,https://bytelecom.az//media/2025/01/13/product_images/34426/realme-gt6t-green-1.jpg
7502,Realme 13 Pro+ NFC (12GB RAM) Green 512GB,1079.00,1249.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 12 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2412 | Ekran növü AMOLED",https://bytelecom.az/az/products/realme-13-pro-nfc-12gb-ram,https://bytelecom.az//media/2025/01/13/product_images/34416/realme-13-pro-green-1.jpg
7501,Realme 13 Pro (12GB RAM) Green 512GB,979.00,1199.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 12 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2412 | Ekran növü AMOLED",https://bytelecom.az/az/products/realme-13-pro-12gb-ram,https://bytelecom.az//media/2025/01/13/product_images/34406/realme-13-pro-green-1.jpg
7499,Realme C61 (6GB RAM) Gold 128GB,249.00,289.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.74"" | Operativ yaddaş 6 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1600 | Ekran növü IPS LCD",https://bytelecom.az/az/products/realme-c61-6gb-ram,https://bytelecom.az//media/2025/01/13/product_images/34356/realme-c61-gold-1.jpg
7498,Realme Note 50 (4GB RAM) Black 128GB,199.00,259.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.74"" | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1600 | Ekran növü IPS LCD",https://bytelecom.az/az/products/realme-note-50-4gb-ram,https://bytelecom.az//media/2025/01/13/product_images/34327/realme-note-50-black-1.jpg
7494,Xiaomi Poco C75 (8GB RAM) Black 256GB,299.00,339.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.88"" | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1640 | Ekran növü IPS LCD",https://bytelecom.az/az/products/xiaomi-poco-c75-8gb-ram,https://bytelecom.az//media/2025/05/12/product_images/37264/x75-black-1.jpg
7483,Samsung Galaxy A16 (8GB RAM) Black 256GB,409.00,449.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2340 | Ekran növü Super Amoled",https://bytelecom.az/az/products/samsung-galaxy-a16-8gb-ram,https://bytelecom.az//media/2024/12/18/product_images/34130/a16-blue-black-1.jpg
7446,İnfinix Hot 50i (4GB RAM) Black 128GB,269.00,289.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1600 | Ekran növü IPS LCD",https://bytelecom.az/az/products/infinix-hot-50i-4gb-ram,https://bytelecom.az//media/2024/11/27/product_images/33792/hot-50i-black-1.jpg
7444,Samsung Galaxy A16 (6GB RAM) Light Green 128GB,339.00,369.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 6 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2340 | Ekran növü Super Amoled",https://bytelecom.az/az/products/samsung-galaxy-a16-6gb-ram,https://bytelecom.az//media/2024/12/13/product_images/33939/a16-light-green-1.jpg
7443,Samsung Galaxy A16 (4GB RAM) Light Green 128GB,299.00,329.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2340 | Ekran növü Super Amoled",https://bytelecom.az/az/products/samsung-galaxy-a16-4gb-ram,https://bytelecom.az//media/2024/11/27/product_images/33736/a16-light-green-1.jpg
7442,Samsung Galaxy A06 (6GB RAM),229.00,289.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 6 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1600 | Ekran növü PLS LCD",https://bytelecom.az/az/products/samsung-galaxy-a06-6gb-ram,https://bytelecom.az//media/2024/11/27/product_images/33701/a06-black-1.jpg
7412,HONOR X7c (6GB RAM) Black 128GB,329.00,369.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.77"" | Operativ yaddaş 6 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1612 | Ekran növü IPS LCD",https://bytelecom.az/az/products/honor-x7c-6gb-ram,https://bytelecom.az//media/2024/10/16/product_images/32883/x7c-black-1.jpg
7409,Xiaomi Redmi 14C NFC (6GB RAM) Blue 128GB,279.00,319.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,,https://bytelecom.az/az/products/xiaomi-redmi-14c-nfc-6gb-ram,https://bytelecom.az//media/2024/11/27/product_images/33829/14c-blue-1.jpg
7408,Xiaomi Redmi 14C (4GB RAM) Black 128GB,209.00,239.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.88"" | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1640 | Ekran növü IPS LCD",https://bytelecom.az/az/products/xiaomi-redmi-14c-4gb-ram,https://bytelecom.az//media/2024/10/14/product_images/32823/14c-black-01.jpg
7407,İnfinix Hot 50 NFC (8GB RAM) Grey 128GB,349.00,389.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.78"" | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2460 | Ekran növü IPS LCD",https://bytelecom.az/az/products/infinix-hot-50-nfc-8gb-ram,https://bytelecom.az//media/2024/10/07/product_images/32805/hot-50-gray-1.jpg
7378,iPhone 16 Pro Max,4399.00,5149.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.9"" | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1320 x 2868 | Ekran növü Super Retina XDR OLED | Prosessor növü Apple A18 Pro (3 nm)",https://bytelecom.az/az/products/apple-iphone-16-pro-max-1tb-black,https://bytelecom.az//media/2024/11/01/product_images/33547/16-pro-max-black-1.jpg
7377,iPhone 16 Pro Max,3799.00,4199.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.9"" | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1320 x 2868 | Ekran növü Super Retina XDR OLED",https://bytelecom.az/az/products/apple-iphone-16-pro-max-512gb-black,https://bytelecom.az//media/2024/11/01/product_images/33507/16-pro-max-black-1.jpg
7376,iPhone 16 Pro Max,3199.00,3479.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.9"" | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1320 x 2868 | Ekran növü Super Retina XDR OLED",https://bytelecom.az/az/products/apple-iphone-16-pro-max-256gb-black,https://bytelecom.az//media/2024/11/01/product_images/33457/16-pro-max-black-1.jpg
7375,iPhone 16 Pro,4099.00,4899.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.3'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1206 x 2622 | Ekran növü LTPO Super Retina XDR OLED, 120Hz",https://bytelecom.az/az/products/apple-iphone-16-pro-1tb-black,https://bytelecom.az//media/2024/11/01/product_images/33427/16-pro-black-1.jpg
7374,iPhone 16 Pro,3549.00,3929.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.3'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1206 x 2622 | Ekran növü LTPO Super Retina XDR OLED, 120Hz",https://bytelecom.az/az/products/apple-iphone-16-pro-512gb-black,https://bytelecom.az//media/2024/11/01/product_images/33387/16-pro-black-1.jpg
7373,iPhone 16 Pro,2929.00,3129.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.3'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1206 x 2622 | Ekran növü LTPO Super Retina XDR OLED, 120Hz",https://bytelecom.az/az/products/apple-iphone-16-pro-256gb-black,https://bytelecom.az//media/2024/11/01/product_images/33357/16-pro-black-1.jpg
7372,iPhone 16 Pro,2649.00,2889.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.3'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1206 x 2622 | Ekran növü LTPO Super Retina XDR OLED, 120Hz",https://bytelecom.az/az/products/apple-iphone-16-pro-128gb-black,https://bytelecom.az//media/2024/11/01/product_images/33307/16-pro-black-1.jpg
7371,iPhone 16 Plus,3149.00,3849.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1290 x 2796 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/apple-iphone-16-plus-512gb-black,https://bytelecom.az//media/2024/11/01/product_images/33287/16-plus-black-1.jpg
7370,iPhone 16 Plus,2599.00,2899.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1290 x 2796 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/apple-iphone-16-plus-256gb-black,https://bytelecom.az//media/2024/11/01/product_images/33267/16-plus-black-1.jpg
7369,iPhone 16 Plus,2299.00,2499.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1290 x 2796 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/apple-iphone-16-plus-128gb-black,https://bytelecom.az//media/2024/11/01/product_images/33227/16-plus-black-1.jpg
7368,iPhone 16,2859.00,3499.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.1'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1179 × 2556 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/apple-iphone-16-512gb-black,https://bytelecom.az//media/2024/11/01/product_images/33207/iphone-16-black-1.jpg
7367,iPhone 16,2299.00,2889.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.1'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1179 × 2556 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/apple-iphone-16-256gb-black,https://bytelecom.az//media/2024/11/01/product_images/33177/iphone-16-black-1.jpg
7366,iPhone 16 Pink 128GB,1969.00,2239.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,Ekran ölçüsü 6.1'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Nano-SIM + eSIM | Ekran icazəsi 1179 × 2556 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/apple-iphone-16-128gb-black,https://bytelecom.az//media/2024/11/01/product_images/33157/iphone-16-pink-1.jpg
7364,Samsung Galaxy A06 (4GB RAM) Blue 64GB,199.00,229.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720x1600 | Ekran növü PLS LCD",https://bytelecom.az/az/products/samsung-galaxy-a06-4gb-ram,https://bytelecom.az//media/2024/09/25/product_images/32511/a06-blue-1.jpg
7329,Xiaomi Poco F6 Pro NFC (12GB RAM) White 256GB,879.00,999.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 12 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1440 x 3200 | Ekran növü AMOLED",https://bytelecom.az/az/products/xiaomi-poco-f6-pro-nfc-12gb-ram,https://bytelecom.az//media/2024/12/18/product_images/34103/f6-pro-vvhite-1.jpg
7314,Xiaomi Poco F6 NFC (12GB RAM) Titanium 512GB,709.00,789.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 12 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1220 x 2712 | Ekran növü AMOLED",https://bytelecom.az/az/products/xiaomi-poco-f6-nfc-12gb-ram,https://bytelecom.az//media/2024/08/07/product_images/32157/poco-f6-titanium-1.jpg
7311,Nokia 105 DS Azgeua Charcoal,69.00,99.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 1.8"" | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 120x160 | Ekran növü TFT LCD | Akkumulyatorun həcmi Li-Ion 1000 mAh",https://bytelecom.az/az/products/nokia-105-ds,https://bytelecom.az//media/2024/08/01/product_images/32131/nokia-1.jpg
7301,HONOR X6b (4GB RAM) Midnight Black 128GB,259.00,289.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.56"" | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1612 | Ekran növü TFT LCD",https://bytelecom.az/az/products/honor-x6b-4gb-ram,https://bytelecom.az//media/2024/07/09/product_images/32054/x6b-black-1.jpg
7279,OPPO Reno 11 F NFC (8GB RAM) Green 256GB,799.00,899.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2412 | Ekran növü AMOLED",https://bytelecom.az/az/products/oppo-reno-11-f-nfc-8gb-ram,https://bytelecom.az//media/2024/06/07/product_images/31798/reno-11f-green-1.jpg
7276,OPPO A58 NFC (8GB RAM) Green 128GB,429.00,549.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.72"" | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2400 | Ekran növü IPS LCD",https://bytelecom.az/az/products/oppo-a58-nfc-8gb-ram,https://bytelecom.az//media/2024/06/07/product_images/31763/oppo-a58-green-1.jpg
7275,OPPO A38 (4GB RAM) Gold 128GB,329.00,459.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.56"" | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1612 | Ekran növü IPS LCD",https://bytelecom.az/az/products/oppo-a38-4gb-ram,https://bytelecom.az//media/2024/06/07/product_images/31741/a38-gold-1.jpg
7273,OPPO A18 (4GB RAM) Blue 128GB,259.00,329.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.56"" | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1612 | Ekran növü IPS LCD",https://bytelecom.az/az/products/oppo-a18-4gb-ram,https://bytelecom.az//media/2024/06/07/product_images/31674/oppo-a18-blue-1.jpg
7197,Samsung Galaxy A25 NFC 5G (8GB RAM) Yellow 256GB,499.00,649.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.5'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Hybrid Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2340 | Ekran növü Super Amoled",https://bytelecom.az/az/products/samsung-galaxy-a25-nfc-5g-8gb-ram,https://bytelecom.az//media/2024/04/09/product_images/31012/a15-yellovv-1.jpg
7196,Xiaomi Redmi A3 (4GB RAM) Blue 128GB,179.00,199.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.71"" | Operativ yaddaş 4 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1650 | Ekran növü IPS LCD",https://bytelecom.az/az/products/xiaomi-redmi-a3-4gb-ram,https://bytelecom.az//media/2024/04/09/product_images/31029/redmi-a3-blue-1.jpg
7195,Xiaomi Redmi A3 (3GB RAM) Blue 64GB,159.00,179.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.71"" | Operativ yaddaş 3 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 720 x 1650 | Ekran növü IPS LCD",https://bytelecom.az/az/products/xiaomi-redmi-a3-3gb-ram,https://bytelecom.az//media/2024/05/15/product_images/31414/redmi-a3-blue-1.jpg
7024,HONOR X8b NFC (8GB RAM) Midnight Black 128GB,389.00,439.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2412 | Ekran növü AMOLED",https://bytelecom.az/az/products/honor-x8b-nfc-8gb-ram,https://bytelecom.az//media/2024/01/30/product_images/29488/honor-x8b-black-1.jpg
7020,Xiaomi Poco M6 Pro (8GB RAM) Black 256GB,429.00,479.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Hybrid Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2400 | Prosessor növü Mediatek Helio G99 Ultra",https://bytelecom.az/az/products/xiaomi-poco-m6-pro-8gb-ram,https://bytelecom.az//media/2024/01/30/product_images/29368/poco-m6-pro-black-1.jpg
6993,Samsung Galaxy A25 NFC 5G (6GB RAM) Blue black 128GB,479.00,549.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.5'' | Operativ yaddaş 6 GB | SIM-kart ölçüsü Hybrid Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2340 | Ekran növü Super Amoled",https://bytelecom.az/az/products/samsung-galaxy-a25-nfc-5g-6gb-ram,https://bytelecom.az//media/2024/01/10/product_images/29102/a25-blue-black-1.jpg
6523,iPhone 15 Pro Max,3099.00,3499.00,AZN,Taksitlə al | Stokda Yoxdur,"Ekran ölçüsü 6.7'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM and eSIM) | Ekran icazəsi 1290 x 2796 | Ekran növü LTPO Super Retina XDR OLED, 120Hz",https://bytelecom.az/az/products/iphone-15-pro-max,https://bytelecom.az//media/2023/09/26/product_images/25563/conversions/iphone-15-pro-max-black-titanium-1-thumb-medium.jpg
6514,iPhone 15 Pro,2549.00,2749.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.1'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM and eSIM) | Ekran icazəsi 1179 × 2556 | Prosessor növü Apple A17 Pro (3 nm),https://bytelecom.az/az/products/iphone-15-pro-1,https://bytelecom.az//media/2023/09/26/product_images/25406/conversions/iphone-15-pro-black-titanium-1-thumb-medium.jpg
6505,iPhone 15 Plus,1999.00,2449.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.7'' | Operativ yaddaş 6 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM and eSIM) | Ekran icazəsi 1290 x 2796 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/iphone-15-plus,https://bytelecom.az//media/2023/09/25/product_images/25326/conversions/iphone-15-plus-green-1-thumb-medium.jpg
6504,iPhone 15,1679.00,1839.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.1'' | Operativ yaddaş 6 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM and eSIM) | Ekran icazəsi 1179 × 2556 | Ekran növü Super Retina XDR OLED,https://bytelecom.az/az/products/iphone-15-1,https://bytelecom.az//media/2023/09/25/product_images/25236/conversions/iphone-15-black-1-thumb-medium.jpg
6137,Tecno Camon 20 Pro NFC (8GB RAM) Blue 256GB,439.00,469.00,AZN,İlkin ödənişsiz və Faizsiz | Taksitlə al,"Ekran ölçüsü 6.67'' | Operativ yaddaş 8 GB | SIM-kart ölçüsü Dual SIM (Nano-SIM, dual stand-by) | Ekran icazəsi 1080 x 2400 | Ekran növü AMOLED",https://bytelecom.az/az/products/tecno-camon-20-pro-nfc-8gb-ram,https://bytelecom.az//media/2023/07/05/product_images/22294/conversions/tecno-camon-20-pro-blue-1-thumb-medium.jpg
4443,iPhone 14,1449.00,1599.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.1'' | Operativ yaddaş 6 GB | Növü Smartfon | SIM-kart sayı 1 | SIM-kart ölçüsü Nano-SIM + eSIM,https://bytelecom.az/az/products/iphone-14,https://bytelecom.az//media/2022/10/01/product_images/12555/conversions/blue1-thumb-medium.jpg
3002,iPhone 13,1239.00,1349.00,AZN,Taksitlə al | Stokda Yoxdur,Ekran ölçüsü 6.1'' | Operativ yaddaş 4 GB | Növü Smartfon | SIM-kart sayı 1 | SIM-kart ölçüsü Nano-SIM + eSIM,https://bytelecom.az/az/products/iphone-13,https://bytelecom.az//media/2024/03/14/product_images/30854/13blue1.webp
